meaning_id,mean
46657,ප්‍රභා මෝහය
46658,ඡායා
46659,සේයාව
46660,ප්‍රකාශ විඝටනය
46661,ප්‍රකාශ ප්‍රත්‍යාස්ථතාව
46662,ප්‍රකාශ විද්‍යුතය
46663,ප්‍රකාශ ඉලෙක්ට්‍රෝන
46664,සේයා නිරේඛණය
46665,ඡායා නිර්ණය
46666,ඡායාරූපයක ආධාරයෙන් නියම කරන තුරඟ දිවුම
46667,ඡායා ලිතෝ මුද්‍රණ ක්‍රමය
46668,පොටෝ සප්සෙට් ම්‍රද්‍රණය
46669,ප්‍රකාශඔක්සිකරණය
46670,ප්‍රභාභීතිකාව
46671,ප්‍රභා සංස්ලේශණය
46672,ප්‍රකාශ බැක්ටීරියා
46673,ප්‍රකාශවී
46674,ප්‍රකාශ චුම්බකත්වය
46675,ප්‍රකාශ උත්ප්‍රේරණය
46676,ප්‍රකාශ කැතෝඩය
46677,පකාශ කෝෂය
46678,ප්‍රකාශ කෝෂය
46679,සේයා පොත් නිකුතු යන්ත්‍රය
46680,සේයා පොත් නිකුතුව
46681,ප්‍රකාශ රසායන
46682,ප්‍රකාශ රසායනය
46683,සේයා වර්ණයෝජනය
46684,ප්‍රකාශ සන්නායකතාව
46685,ඡායා පිටපත් යන්ත්‍රය
46686,ඡායා පිටපත
46687,ඡායා පිටපත් ගැනීම
46688,ප්‍රකාශ ධාරාව
46689,ප්‍රකාශ ඩයෝඩය
46690,ප්‍රකාශ දියෝඩය
46691,ප්‍රකාශ පෘථක්කරණය
46692,ප්‍රකාශගති
46693,ප්‍රකාශ විද්‍යුතයට අයත්
46694,ප්‍රකාශ විද්‍යුත්
46695,ප්‍රකාශවිද්‍යුත්මානය
46696,ප්‍රකාශ ඉලෙක්ට්‍රෝනය
46697,ප්‍රකාශ විමෝචන
46698,ඡායා නිරේඛනය
46699,ප්‍රකාශ ගැල්වනොමීටරය
46700,ඡායාකාන්ත
46701,ප්‍රකාශජනක
46702,පින්තූර ගත් විට හොඳට පෙනෙන
46703,ඡායාරේඛනමිතිය
46704,ඡායාලේඛනමිතිය
46705,ඡායාරූප
46706,ඡායාරූප ගන්නවා
46707,ඡායාරූපය
46708,ඡායාරූපයක් වශයෙන් වැටෙනවා
46709,ඡායාරූප ගන්නා
46710,ඡායාරූප ශිල්පියා
46711,ඡායාරූප කලාව
46712,ඡායාරූප ශිල්පය
46713,ප්‍රකාශ හේලයිඩය
46714,ප්‍රකාශ කාචරේඛනය
46715,ප්‍රකාශචලනය
46716,ප්‍රභා චලනය
46717,ප්‍රකාශචාලක
46718,ගල්වල කැටයම් කර මුද්‍රණය කිරීම
46719,ප්‍රකාශ සන්දීප්තිය
46720,ප්‍රකාශ විච්ඡේදනය
46721,ප්‍රභාවිච්ඡේදනය
46722,ප්‍රකාශ විච්ඡේද්‍යුය
46723,ප්‍රභාවිච්ඡේද්‍යය
46724,ප්‍රකාශ විච්ඡේද්‍යු
46725,ප්‍රභාවිඡේද්‍ය
46726,ප්‍රභා මායාව
46727,ප්‍රභා පීඩනමානය
46728,දීප්තිමානය
46729,දීප්තිමාපකය
46730,ප්‍රකාශමානය
46731,ප්‍රභාමානය
46732,පොටෝමීටරය
46733,දීප්තිමාපක
46734,ප්‍රකාශමිතික
46735,දීප්තිමිතිය
46736,ප්‍රකාශමිතිය
46737,අණ්වීක්ෂ ඡායාරූපය
46738,ඡායා සූක්ෂ්මරේඛය
46739,ප්‍රකාශරූපනය
46740,ප්‍රකාශ ගුණකය
46741,පෝටෝනය
46742,ප්‍රභාසන්නමන
46743,ප්‍රභසන්නමනය
46744,ප්‍රකාශ අවධි ප්‍රචාරය
46745,ප්‍රකාශ අවධිප්‍රතිචාරය
46746,ප්‍රකාශාවර්තිතාව
46747,ප්‍රකාශ භීෂග් වේදය
46748,ප්‍රකාශකාමී
46749,ආලෝක භීතිකාව
46750,ප්‍රභා භීතිකාව
46751,ප්‍රකාශද්වනිකය
46752,ප්‍රකාශ බහුඅවයවීකරණය
46753,ප්‍රකාශ බහුඅවයවීභවනය
46754,ප්‍රකාශ ඵලය
46755,ප්‍රකාශ ප්‍රතික්‍රියාව
46756,ප්‍රභාග්‍රාහක ක්‍රියාවලිය
46757,ප්‍රකාශඔක්සිහරණය
46758,ආලෝක ප්‍රතිචාරි
46759,ආලෝක සංවේදී
46760,ප්‍රකාශ සංවේදී
46761,ප්‍රකාශ සංවේදිතාව
46762,ප්‍රකාශ සංවේදකාරකය
46763,සේයා වර්ණ යෝජනය
46764,ප්‍රකාශ ගෝලය
46765,ප්‍රභාගෝලය
46766,ප්‍රකාශ ස්ථායී
46767,ඡායාස්ථිතික
46768,ප්‍රභා සංශ්ලේෂණය
46769,ප්‍රභාසංශ්ලේෂණය
46770,ප්‍රකාශ දුරරේඛය
46771,ඡායාතියඩොලයිට්ටුව
46772,ප්‍රකාශතානික
46773,ප්‍රකාශතානය
46774,ප්‍රකාශසංවේදිතාව
46775,ඡායාභූලක්ෂණය
46776,ප්‍රකාශ ට්‍රාන්සිස්ටරය
46777,ප්‍රකාශපෝෂය
46778,ප්‍රභාවර්තී
46779,ප්‍රකාශාවර්තනය
46780,ප්‍රභාවර්තනය
46781,ප්‍රකාශ කපාටය
46782,ප්‍රුග්මොප්ලාස්ටය
46783,ප්‍රුග්මසෝම
46784,කැඩිය
46785,පදරචනාව
46786,වාක්ශෛලිය
46787,වාග් ශෛලිය
46788,පාර්ශ්වය
46789,ප්‍රේණික විච්ඡේදනය
46790,හිස් කටුවෙහි ආකාරය බලා ගතිගුණ කියන්නා
46791,කපාලලක්ෂණ ශාස්ත්‍රය
46792,ප්‍රේණවේදය
46793,මස්තක නෛමිත්තය
46794,අර්ථසිද්ධි ඥානය
46795,ප්‍රායෝගික ඥානය
46796,ශාලුරචර්මය
46797,තෙලිල්සල්පතයසෝල්
46798,නාස්ති වී
46799,පයිකොක්‍රෝම්
46800,පයිකොක්‍රිසින්
46801,පයිකොසයනින්
46802,පයිකොඑරිත්‍රින්
46803,පයිකොහීමටින්
46804,පීකොමිසෙටේස්
46805,පයිකොපේයින්
46806,පයිකොපෝපයිරින්
46807,පයිකොපයිරීන්
46808,පයිකොසැන්තින්
46809,හීබ්‍රූ පොත්පත් අඩංගු කුඩා සම්පසුම්බිය
46810,වංශික
46811,වාංශික
46812,පිලීඩියම
46813,පිලයිට්
46814,පිලෝකැලයින්
46815,පත්‍රීස්කන්ධය
46816,පත්‍රාහය
46817,පත්‍රාභනය
46818,පත්‍රාහනය
46819,පත්‍රාකාරය
46820,පිලොයිඩය
46821,පිලෝමය
46822,පත්‍රරූපී
46823,පත්‍රවින්‍යාසක
46824,පත්‍රවින්‍යාසය
46825,සැන්තොපිල්
46826,මිදිකොළ රෝගය
46827,වංශ ජනනය
46828,වංශප්‍රවේණික
46829,වංශ ප්‍රවේණිය
46830,වංශප්‍රවේණිය
46831,භෞතියවාදය
46832,කයින්
46833,භෞතික වශයෙන්
46834,ශරීරශක්තියෙන්
46835,තිකිච්ඡක
46836,භෞතවෛද්‍යු
46837,චිකිත්සකයා
46838,වෙද
46839,වෛද්‍යාචාර්ය
46840,වෛද්‍ය
46841,වෛද්‍යයා
46842,වෛද්‍යවරයා
46843,භෞතික විද්‍යාඥයා
46844,භෞතිකඥයා
46845,හෞතරසායනික
46846,භෞතරසායනික
46847,භෞතික සාමාක
46848,ද්‍රව්‍ය ධර්ම ශාස්ත්‍රය
46849,භෞතික විද්‍යාව
46850,භෞතිකය
46851,භෞතිකවිද්‍යාව
46852,භෞතික රසායනික
46853,පිසියෝක්‍රැට් නිකායිකයෝ
46854,දේහ ලක්ෂණ බලා ශාස්ත්‍ර කියන්නා
46855,දේහ ලක්ෂණ විද්‍යාව
46856,භූ රූපණ
46857,පෘථිවි විස්තරය
46858,කායකර්ම
46859,කායික විද්‍යාඥයා
46860,කායකර්මය
46861,කායික විද්‍යාව
46862,භෞතවේදය
46863,කායික වකිත්සාව
46864,භෞතචික්තිසාව
46865,පිසොප්සිස්
46866,පිසොස්ටිග්මින්
46867,පයිටින්
46868,ශාක භූගෝල විද්‍යාව
46869,නිතලශාක
46870,ශාක විද්‍යාව
46871,ශාක රසායන විද්‍යාව
46872,ශාකසීනෝසය
46873,පාංශු ක්ෂුද්‍රශාක
46874,කශිකාධර ශාක
46875,ශාකභූගෝල විද්‍යාව
46876,ශකලේඛනය
46877,පයිටොහීමටින්
46878,ශාකහෝර්මෝනය
46879,පයිටෝල්
46880,ශාකමානය
46881,ශාකරූපනය
46882,පුරෝද්භිදවිද්‍යාඥයා
46883,ශාක ව්‍යාධි විද්‍යාව
